,Emp34Id,EmpLastName,EmpFirstName,EmpLocationDesc,facility_city,facility_state,facility_zip,EmpDepartment,EmpDepartmentName,EmpPositionDesc,MgrTitle,Mgr34Id,EmpRNExperienceDate,latitude,longitude
23130,80e23593-eb03-463c-9fe7-c059cc9e362e,Bergstrom,Siro,Ogden Regional Medical Center,Ogden,UT,84405.0,75417,Respiratory Care,Respiratory Therapist,Dir Respiratory Therapy,4ac29cc3-f791-4b22-833c-8c7782a04fc0,,41.1739,-111.9809
23230,a58d546b-ba41-4314-89d7-2ee75add9d85,Becker,Dainelyz,Ogden Regional Medical Center,Ogden,UT,84405.0,76817,Social Services,Social Worker BSW PRN,CFO,2f202b63-b147-4dba-91db-e0bc3ffed8a0,,41.1739,-111.9809
23255,c1ae0c4a-10b8-4110-93d8-46b99889eb66,Jacobi,Lorry,St Marks Hospital,Salt Lake City,UT,84124.0,76216,Rehab Services,Coord Rehab Svcs,Dir OT/PT/ST,37bc2a30-17f3-4465-8b44-9fd58748a62d,,40.6772,-111.8133
23258,368f29d1-afc4-4865-ac2f-01792461dc9e,Hauck,Lanas,Timpanogos Regional Medical Ct,Orem,UT,84059.0,60018,Nurse Staffing,Clinical Support Coord,Dir Med/Surg,fe8f20e1-bcae-4500-916f-0e6f98af2ac2,9/2/2022,40.177,-111.536
23260,12e8d8ab-8116-4beb-8dba-f25c26e9f628,Moen,Rodrecus,St Marks Hospital,Salt Lake City,UT,84124.0,77716,Rehab Therapy,Physical Therapist,Dir Rehab Svcs,,,40.6772,-111.8133
23266,a6585cd9-66c8-40e3-bf44-11e4ce9b01d7,Rowe,Imani,St Marks Hospital,Salt Lake City,UT,84124.0,76216,Rehab Services,Physical Therapist,Dir OT/PT/ST,37bc2a30-17f3-4465-8b44-9fd58748a62d,,40.6772,-111.8133
23284,f332cbaf-2246-466d-ab0b-9772d9f9caed,Senger,Jardiel,Lone Peak Hospital,Draper,UT,84020.0,75414,Resp Ther,Respiratory Therapist,Mgr Respiratory Therapy,2c5621ab-0a90-4546-af64-e18895d4bf3e,,40.5046,-111.881
23312,7f0fed01-3384-45df-ace9-d25b213d6bf3,Jast,Nisla,Ogden Regional Medical Center,Ogden,UT,84405.0,75417,Respiratory Care,Respiratory Therapist PRN,Dir Respiratory Therapy,4ac29cc3-f791-4b22-833c-8c7782a04fc0,,41.1739,-111.9809
23319,aa1a7f48-523a-4835-95e2-734bf35bdd25,Smitham,Azelean,Timpanogos Regional Medical Ct,Orem,UT,84059.0,73618,Laboratory,Medical Lab Scientist ASCP PRN,Dir Laboratory,,,40.177,-111.536
23403,de759e84-dc81-404c-a482-3fb0f5204dfa,Shields,Dietdrick,St Marks Hospital,Salt Lake City,UT,84124.0,72616,Radiology CT Scanner,Coord CT,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
23457,d58c9399-bb35-4323-8ab8-03919e6cfae3,Jaskolski,Kylong,Timpanogos Regional Medical Ct,Orem,UT,84059.0,73618,Laboratory,Med Lab Scientist ASCP Lead,Dir Laboratory,,,40.177,-111.536
23461,eccf6c47-4e51-4603-a1d1-5e2322cd2802,Berge,Ahm,Lone Peak Hospital,Draper,UT,84020.0,75414,Resp Ther,Respiratory Therapist PRN,Mgr Respiratory Therapy,2c5621ab-0a90-4546-af64-e18895d4bf3e,,40.5046,-111.881
23476,beb831e5-4b4a-48fe-a56f-6fbb505c821f,Smith,Aideyn,St Marks Hospital,Salt Lake City,UT,84124.0,76216,Rehab Services,Occupational Therapist,Dir OT/PT/ST,37bc2a30-17f3-4465-8b44-9fd58748a62d,,40.6772,-111.8133
23484,f993d99d-cf8c-42ee-991d-b92d23e8665a,Flatley,Dawar,Lakeview Hospital,Bountiful,UT,84010.0,65620,Behavioral Medicine,Mental Health Prof I Bach,Mgr Behavioral Health Nursing,40d18930-579d-4601-802a-0762caa53c8d,,40.8775,-111.8727
23542,9d4c5190-a849-4a4d-8c15-ddac296ad312,Wuckert,Bg-labria,St Marks Hospital,Salt Lake City,UT,84124.0,75416,Respiratory Therapy,Respiratory Therapist,Dir Respiratory Therapy,a1af9744-af4d-43b7-993d-eb541aa04b50,,40.6772,-111.8133
23562,658ab66d-a154-4d5b-b4cf-f174822e0415,Rath,Asbury,Timpanogos Regional Medical Ct,Orem,UT,84059.0,72818,Radiology,Coord Radiology,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
23581,33ebd6fe-1bfd-4753-bc6a-03b2ee1041be,Ratke,Cheraque,Ogden Regional Medical Center,Ogden,UT,84405.0,73617,Laboratory,Med Lab Scientist ASCP Lead,Dir Laboratory,,,41.1739,-111.9809
23661,e7a6a02f-78c6-47db-b9ce-aa317af53431,Rolfson,Amoni,Lone Peak Hospital,Draper,UT,84020.0,78114,Trauma,Mgr Trauma,Dir Clinical Operations,21c0c937-5ec1-4f1b-93f5-47115e2ab774,,40.5046,-111.881
23744,0274be57-ff4f-4137-89bb-25caa1d2609e,Koss,Dy'son,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacist PRN,Mgr Pharmacy Clinical,c23cb93a-37e8-4f5c-8b9c-ed77aba4f72e,,40.6772,-111.8133
23748,d43d980d-0470-44cd-bfb6-a9fede1c0b17,Bradtke,Icely,St Marks Hospital,Salt Lake City,UT,84124.0,76216,Rehab Services,Physical Therapist,Dir OT/PT/ST,37bc2a30-17f3-4465-8b44-9fd58748a62d,,40.6772,-111.8133
23929,480bcfeb-0df1-450e-b245-b0855ed36119,Balistreri,Gwyn,Ogden Regional Medical Center,Ogden,UT,84405.0,76417,Cancer Treatment Center,Lead Radiation Therapist,Dir Oncology,1743d4a7-71bc-45b7-b41d-e539f9ddbafd,,41.1739,-111.9809
23966,d47e8156-b218-44bb-87fc-849bf1d2e129,Ortiz,Tongila,Brigham City Comm Hospital,Brigham City,UT,84302.0,76219,Therapy Services,Physical Therapist,Dir Cardiopulm Rehab/PT/ST,29e85b7f-4fa7-45bd-8cda-cb5758f74db5,,41.5079,-112.0152
24026,0faf4031-cdb5-461e-9507-f478cb40b88f,Heller,Deijhane,St Marks Hospital,Salt Lake City,UT,84124.0,73616,Laboratory,Medical Lab Scientist ASCP,Mgr Laboratory,e9076df4-01ce-4a3f-b725-7c3d5723f197,,40.6772,-111.8133
24075,88fd95a3-164a-4411-9545-fd3a665655cd,McLaughlin,Yankee,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacist PRN,Mgr Pharmacy Clinical,c23cb93a-37e8-4f5c-8b9c-ed77aba4f72e,,40.6772,-111.8133
24162,9ef81c1c-2b8b-4008-8564-31ac879784dc,Kuphal,Tiniko,Timpanogos Regional Medical Ct,Orem,UT,84059.0,70118,Surgery,Clinical Coord,Dir Surgical Svcs,932e1d5b-faf6-40ee-9de9-ca3c5a1c246b,,40.177,-111.536
24271,33de065b-3a7b-4190-9116-55047e45d003,Blanda,Kacey,Ogden Regional Medical Center,Ogden,UT,84405.0,94617,Quality Management,Coord Sepsis,Dir Quality/Risk Mgmt,52a95cd4-08c0-4126-9da7-27093a9c87af,1/3/2019,41.1739,-111.9809
24282,c82c2381-e272-4d60-ba68-1e5809d134e8,Heidenreich,Svanhild,St Marks Hospital,Salt Lake City,UT,84124.0,72916,Radiology Ultrasound,Coord Ultrasound,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
24291,dea0590d-6d5e-4039-99b0-a04cf49d7031,Fadel,Andreaco,St Marks Hospital,Salt Lake City,UT,84124.0,75416,Respiratory Therapy,Respiratory Therapist,Dir Respiratory Therapy,a1af9744-af4d-43b7-993d-eb541aa04b50,,40.6772,-111.8133
24319,e9bf329e-f91d-4eee-8400-9ddde6205f0e,Waelchi,Bb-ashton,St Marks Hospital,Salt Lake City,UT,84124.0,76216,Rehab Services,Physical Therapist,Dir OT/PT/ST,37bc2a30-17f3-4465-8b44-9fd58748a62d,,40.6772,-111.8133
24341,415f13ce-4936-454d-8a86-9d9be4a9a6f0,Crooks,Geri,Lone Peak Hospital,Draper,UT,84020.0,73614,Lab,Medical Lab Scientist ASCP PRN,Dir Laboratory,,,40.5046,-111.881
24439,3c213242-ac60-4e0b-9e79-23d355c9a5d3,Lindgren,Djouline,Lone Peak Hospital,Draper,UT,84020.0,71214,Pharmacy,Clinical Pharmacist PRN,Dir Pharmacy,d8d724a2-c851-4ccd-b712-807734647ecd,,40.5046,-111.881
24468,612d6328-c383-4421-a7d9-b618d08e83ae,Prosacco,Kadehja,Ogden Regional Medical Center,Ogden,UT,84405.0,74217,Cardiac Wellness Center,Exercise Physiologist PRN,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
24493,d929a839-dc5a-42ec-b7ee-4f2b7dc86c10,Schumm,Roshonda,St Marks Hospital,Salt Lake City,UT,84124.0,76916,BHU Social Work,Mental Health Prof III Lic,Mgr Behavioral Health,0107420f-b45c-4384-9bf2-446a9b1181d9,,40.6772,-111.8133
24547,bba14303-18c4-4eb7-aa77-20f0b3e3556f,Lehner,Bb-magan,Timpanogos Regional Medical Ct,Orem,UT,84059.0,71218,Pharmacy,Pharmacist PRN,Dir Pharmacy,af75327a-c0a1-4591-9bbc-03d848d79994,,40.177,-111.536
24618,5d1f6459-d253-4184-815c-9a075c44f458,Adams,Wonder,Ogden Regional Medical Center,Ogden,UT,84405.0,76217,Therapy Services,Coord Rehab Svcs,Dir Physical Therapy,be7b62ac-628d-4d2e-8447-c1896bc6fae9,,41.1739,-111.9809
24622,7b401d71-a7bc-485f-8445-e9c144d4cefa,Klocko,Jeferee,Lakeview Hospital,Bountiful,UT,84010.0,80020,Dietary,Dietitian PRN,Dir Food & Nutrition Svcs,4a7b9d16-2b2c-4c6e-8145-020051164754,,40.8775,-111.8727
24640,e029cb8f-328c-4aba-a2ac-dc083b488ece,Predovic,C'angelo,St Marks Hospital,Salt Lake City,UT,84124.0,60016,Nursing Administration,Clinical Support Coord,Dir House Supv Float Pool,bf64e3f4-6d5b-447c-9b40-0a29cd33050d,4/18/2022,40.6772,-111.8133
24758,3df090f3-5278-4378-822b-8b4725da16b3,Kutch,Labiba,St Marks Hospital,Salt Lake City,UT,84124.0,73316,Endoscopy,Endo Specialist II,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
24807,94d65237-0efb-4edc-b566-30612fdf78d6,Stiedemann,Junie,Ogden Regional Medical Center,Ogden,UT,84405.0,77717,Rehab Therapy,Physical Therapist,Dir Rehab Svcs,,,41.1739,-111.9809
24827,92b4ec60-3075-42c6-aeed-1bbfe66c1f95,Okuneva,Basilia,Lakeview Hospital,Bountiful,UT,84010.0,75420,Respiratory,Respiratory Care Provider PRN,Dir Respiratory Therapy,236cc0f7-d085-4887-8cc0-45387b93d55c,,40.8775,-111.8727
24872,09c1f600-d05b-42d4-b94d-721c70815ce6,Stamm,Jalan,Lone Peak Hospital,Draper,UT,84020.0,75414,Resp Ther,Respiratory Therapist,Mgr Respiratory Therapy,2c5621ab-0a90-4546-af64-e18895d4bf3e,,40.5046,-111.881
24905,32927f4e-0dbe-4f71-8986-aa44bed150df,Gorczany,Calveigh,St Marks Hospital,Salt Lake City,UT,84124.0,80016,Food Services,Clinical Dietitian PRN,Mgr Clinical Nutrition,505974a9-0da3-48a8-836c-5f22e93fea07,,40.6772,-111.8133
24915,ec488b99-0763-4351-b35b-f6b498055590,Runolfsson,Yailin,MountainStar Healthcare,Draper,UT,84020.0,89927,Undefined,Clin Ed Transition to Practice,Div Mgr Transition to Practice,241511b0-c415-4376-b3a7-b158a417c70a,,40.5046,-111.881
24925,72018bd1-baf6-4f5a-9ea6-40a213a608a1,Goodwin,Mecca,St Marks Hospital,Salt Lake City,UT,84124.0,76916,BHU Social Work,Mental Health Prof III Lic,Mgr Behavioral Health,0107420f-b45c-4384-9bf2-446a9b1181d9,,40.6772,-111.8133
24935,80c64fb0-d45e-4732-b612-c1690288a04c,Rice,Amarilyas,Lakeview Hospital,Bountiful,UT,84010.0,73620,Laboratory,Medical Lab Scientist ASCP,Dir Laboratory,,,40.8775,-111.8727
24974,5d8ab415-6fff-4775-9a75-6ddc81f0865c,Dibbert,Guina,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacist PRN,Mgr Pharmacy Clinical,c23cb93a-37e8-4f5c-8b9c-ed77aba4f72e,,40.6772,-111.8133
25003,f2b377d1-508a-4a62-af8a-43fc3ca644a1,Becker,Jermaiah,St Marks Hospital,Salt Lake City,UT,84124.0,77716,Rehab Therapy,Occupational Therapist,Dir Rehab Svcs,,,40.6772,-111.8133
25108,9cf79f89-a9ab-4164-a9ab-02d0e760b25d,Ruecker,Glorindo,Ogden Regional Medical Center,Ogden,UT,84405.0,74217,Cardiac Wellness Center,Exercise Physiologist,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
25122,c9c57624-8584-4809-bff6-1d37e7d44150,Monahan,Zadkiael,Lakeview Hospital,Bountiful,UT,84010.0,75420,Respiratory,Respiratory Care Provider,Dir Respiratory Therapy,236cc0f7-d085-4887-8cc0-45387b93d55c,,40.8775,-111.8727
25145,6a903de9-dda4-449b-81bb-008e120bf264,McLaughlin,Ematel,Lone Peak Hospital,Draper,UT,84020.0,94614,Quality Management,Coord Quality,VP Quality,d368b597-a0b2-40af-b516-240e4a3cda35,,40.5046,-111.881
25196,c1fb24e8-3c99-4bdb-8f05-72747e4babf0,Kozey,Haranatha,Lakeview Hospital,Bountiful,UT,84010.0,73620,Laboratory,Medical Lab Scientist ASCP PRN,Dir Laboratory,,,40.8775,-111.8727
25229,aeaabdc3-e332-414b-bbbf-39b562360c6d,Lesch,Sir'nation,Timpanogos Regional Medical Ct,Orem,UT,84059.0,71218,Pharmacy,Pharmacist,Dir Pharmacy,af75327a-c0a1-4591-9bbc-03d848d79994,,40.177,-111.536
25230,a40b5367-5fec-4db5-bb74-c8137057c5ad,Mohr,Dwainton,Lone Peak Hospital,Draper,UT,84020.0,73614,Lab,Medical Lab Scientist ASCP 7/7,Dir Laboratory,,,40.5046,-111.881
25241,25d355ea-240b-4f9b-a065-e99a6106ba95,Crist,Quennesha,Ogden Regional Medical Center,Ogden,UT,84405.0,74217,Cardiac Wellness Center,Exercise Physiologist,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
25253,f7066609-63a3-49fd-8198-cdd2eaf18551,Cronin,Helmy,St Marks Hospital,Salt Lake City,UT,84124.0,76216,Rehab Services,Occupational Therapist,Dir OT/PT/ST,37bc2a30-17f3-4465-8b44-9fd58748a62d,,40.6772,-111.8133
25287,ce30f4c9-0213-4ac1-b65e-75dac23571d6,Kemmer,Shermar,Timpanogos Regional Medical Ct,Orem,UT,84059.0,75418,Respiratory Therapy,Respiratory Care Provider PRN,Dir Respiratory Therapy,1aea2efd-3fe4-4a5e-b11b-8677f3fa17af,,40.177,-111.536
25306,3587da64-c02b-47ca-8d6c-f9953a9342a3,Larkin,Teri-lee,St Marks Hospital,Salt Lake City,UT,84124.0,76216,Rehab Services,Physical Therapist,Dir OT/PT/ST,37bc2a30-17f3-4465-8b44-9fd58748a62d,9/1/2017,40.6772,-111.8133
25308,024ad52e-6d25-4d82-83b3-fb51bdbcdeb3,Kuhic,Baby-cammie,St Marks Hospital,Salt Lake City,UT,84124.0,75416,Respiratory Therapy,Respiratory Therapist,Dir Respiratory Therapy,a1af9744-af4d-43b7-993d-eb541aa04b50,,40.6772,-111.8133
25346,193810c8-6cdf-4396-8027-30b700520b78,Rempel,Aristipo,Ogden Regional Medical Center,Ogden,UT,84405.0,80117,Surgical First Assists,First Asst Technician,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
25353,81cc22e9-0e0f-4892-96a7-3aaa3a6d9999,Kuphal,Zibun,Ogden Regional Medical Center,Ogden,UT,84405.0,91717,Case Management,Case Mgr,CFO,2f202b63-b147-4dba-91db-e0bc3ffed8a0,5/22/2017,41.1739,-111.9809
25403,b2dd2524-2eb4-4aed-adb9-2441488f05d7,Ondricka,Hillel,Lone Peak Hospital,Draper,UT,84020.0,75414,Resp Ther,Respiratory Therapist PRN,Mgr Respiratory Therapy,2c5621ab-0a90-4546-af64-e18895d4bf3e,,40.5046,-111.881
25450,3392cfc4-c4f9-4130-af0b-58040e02007a,Marvin,Ygnacio,Lakeview Hospital,Bountiful,UT,84010.0,73620,Laboratory,Medical Lab Scientist ASCP 7/7,Dir Laboratory,,,40.8775,-111.8727
25518,62577d19-abe4-4588-a75c-ef8e4c5e65fc,Schinner,Baby-shanna,Ogden Regional Medical Center,Ogden,UT,84405.0,80117,Surgical First Assists,First Asst Tech-Vein Harvest,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
25562,01c3c3f4-6e8b-4091-859d-00dab92f004c,Heidenreich,Bb-takeila,St Marks Hospital,Salt Lake City,UT,84124.0,76216,Rehab Services,Occupational Therapist,Dir OT/PT/ST,37bc2a30-17f3-4465-8b44-9fd58748a62d,,40.6772,-111.8133
25599,ce12da72-f419-44bc-b689-953eb2853fcd,Wehner,Chnicsha,Ogden Regional Medical Center,Ogden,UT,84405.0,76417,Cancer Treatment Center,Radiation Therapist,Dir Oncology,1743d4a7-71bc-45b7-b41d-e539f9ddbafd,,41.1739,-111.9809
25627,2dd108d3-705e-46ef-b49b-861d5dc7df86,Swift,Choonja,Timpanogos Regional Medical Ct,Orem,UT,84059.0,94618,Quality/Infection Control,RN Quality Proj Coord,Dir Quality,7cbb62e4-541e-4b8c-86e2-70c660140524,,40.177,-111.536
25701,29b9fb73-d36a-4479-8f3a-f0f22f69a76f,Barrows,Pushpendra,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Clinical Pharmacist 7/7,Mgr Pharmacy Clinical,c23cb93a-37e8-4f5c-8b9c-ed77aba4f72e,,40.6772,-111.8133
25825,2d5c4aa7-1af8-4111-9034-78a853eed13b,Hilll,Jeffory,Lakeview Hospital,Bountiful,UT,84010.0,77420,Physical Therapy-Outpatient,Physical Therapist PRN,Dir Rehab/Outpatient Svcs,b33fd78f-6ecf-4610-8236-492ada9285a4,,40.8775,-111.8727
25837,0422abb2-4a09-4213-800b-de4522194f07,Hessel,Kettly,West Valley Medical Center,Draper,UT,84020.0,92027,West Valley Medical Center,Clin Ed Prof Dev Educator,Mkt Dir Clinical Prof Dev 3,7c37747a-7f3d-4a1c-8a13-14accc0190aa,,40.5046,-111.881
25839,1534096d-2505-4b41-98ec-7d852d5db2f3,Schaefer,Haydyn,Brigham City Comm Hospital,Brigham City,UT,84302.0,75419,Respiratory Care,Respiratory Therapist,Dir Hyperbaric/Wound Care,e2bc618c-6b61-4dfe-989a-49c7da985528,,41.5079,-112.0152
25873,e423de59-6b5f-45dd-af8c-427804c935b4,Ankunding,Aleli,St Marks Hospital,Salt Lake City,UT,84124.0,91716,Case Management,Case Mgr,Dir Case Mgmt,,,40.6772,-111.8133
25896,0a9e8ddd-02dc-4e3f-a885-9d82096b2822,Moore,Renycia,Lakeview Hospital,Bountiful,UT,84010.0,75720,Autoclaving,Coord Central Sterile,Mgr Surgery,b064c938-95d6-42e4-af61-305d79983f0f,,40.8775,-111.8727
25902,9e7d9873-29b9-4ba6-acd7-c558a4373be4,Wisozk,Kong,Ogden Regional Medical Center,Ogden,UT,84405.0,80117,Surgical First Assists,First Asst Tech-Vein Harvest,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
25951,50700895-1879-4b2f-a6b4-b35a2d8bb7f4,Hodkiewicz,Virma,St Marks Hospital,Salt Lake City,UT,84124.0,80016,Food Services,Diabetes Educator,Mgr Clinical Nutrition,505974a9-0da3-48a8-836c-5f22e93fea07,,40.6772,-111.8133
25961,5e3b8c67-7f1a-43ff-8659-2fdb79bae52e,Harvey,Bb-mayra,St Marks Hospital,Salt Lake City,UT,84124.0,77716,Rehab Therapy,Occupational Therapist,Dir Rehab Svcs,,,40.6772,-111.8133
26026,4f3cffd8-a733-457f-ac18-7117b0a129d9,Lockman,Adelicia,Brigham City Comm Hospital,Brigham City,UT,84302.0,73619,Laboratory,Medical Lab Scientist ASCP,Dir Laboratory,,,41.5079,-112.0152
26132,947fe4e9-ad2f-4b3e-9a4d-485d97be1c31,Ankunding,Age,Ogden Regional Medical Center,Ogden,UT,84405.0,77717,Rehab Therapy,Occupational Therapist,Dir Rehab Svcs,,,41.1739,-111.9809
26140,d6f82cc6-bacb-4ed0-9608-65d80922dbfe,Schneider,Jahaira,St Marks Hospital,Salt Lake City,UT,84124.0,76216,Rehab Services,Physical Therapist,Dir OT/PT/ST,37bc2a30-17f3-4465-8b44-9fd58748a62d,,40.6772,-111.8133
26143,8d5650cd-8f8e-4941-b903-26592e48cf6e,Shanahan,Hannahlea,St Marks Hospital,Salt Lake City,UT,84124.0,76916,BHU Social Work,Recreational Therapist,Mgr Behavioral Health,0107420f-b45c-4384-9bf2-446a9b1181d9,,40.6772,-111.8133
26200,ec2efb4a-f5f8-4b2b-b4aa-45368f0fb79a,Schamberger,Tralexia,Ogden Regional Medical Center,Ogden,UT,84405.0,80117,Surgical First Assists,First Asst Technician,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
26328,2d456b1e-bb3a-467d-bf25-827d00ed2ba5,Stanton,Charleene,St Marks Hospital,Salt Lake City,UT,84124.0,73616,Laboratory,Medical Lab Scientist ASCP 7/7,Mgr Laboratory,e9076df4-01ce-4a3f-b725-7c3d5723f197,,40.6772,-111.8133
26417,1663858d-948a-41db-8d8d-334b639ba942,Windler,Manuelt,Alaska Regional Hospital,Draper,UT,84020.0,91027,Alaska Regional Hospital,Clin Ed Prof Dev Educator,Mkt Dir Clinical Prof Dev 1,a08a5ea0-595f-46c7-9af5-ef2eede154e6,,40.5046,-111.881
26485,d2d47fd9-c129-4731-b723-39e2c9e2b84c,Dare,Bevis,Brigham City Comm Hospital,Brigham City,UT,84302.0,74219,Cardiac Rehabilitation,Exercise Physiologist PRN,Dir Cardiopulm Rehab/PT/ST,29e85b7f-4fa7-45bd-8cda-cb5758f74db5,,41.5079,-112.0152
26489,383395de-882b-4715-8546-9df5bf5258fd,Bartoletti,Shacoyti,St Marks Hospital,Salt Lake City,UT,84124.0,91716,Case Management,Social Worker MSW,Dir Case Mgmt,,,40.6772,-111.8133
26492,4be3e263-800f-48f1-8d1b-af569aa2feca,Cremin,Latonyia,Ogden Regional Medical Center,Ogden,UT,84405.0,75417,Respiratory Care,Respiratory Therapist,Dir Respiratory Therapy,4ac29cc3-f791-4b22-833c-8c7782a04fc0,,41.1739,-111.9809
26535,fd4d4120-dc59-4dd3-b473-4dfa2cd37ae3,Swift,Tymarian,St Marks Hospital,Salt Lake City,UT,84124.0,73616,Laboratory,Medical Lab Scientist ASCP,Mgr Laboratory,e9076df4-01ce-4a3f-b725-7c3d5723f197,,40.6772,-111.8133
26648,5f54b1c0-e6cb-4050-8f22-d11805c11aa1,DuBuque,Aydon,St Marks Hospital,Salt Lake City,UT,84124.0,75416,Respiratory Therapy,Respiratory Therapist,Dir Respiratory Therapy,a1af9744-af4d-43b7-993d-eb541aa04b50,,40.6772,-111.8133
26733,87794776-52d0-43d2-8261-92967e2bce0d,Dach,Jahmier,Ogden Regional Medical Center,Ogden,UT,84405.0,76217,Therapy Services,Physical Therapist PRN,Dir Physical Therapy,be7b62ac-628d-4d2e-8447-c1896bc6fae9,,41.1739,-111.9809
26736,4fc7b588-a4cb-4bd2-90bd-7187a7b6977a,Hermiston,Masdiel,Lone Peak Hospital,Draper,UT,84020.0,80014,Dietary,Dietitian PRN,Dir Food & Nutrition Svcs,d13f5744-53e4-49ab-9500-04ca5a0be37f,,40.5046,-111.881
26759,3727d9df-32af-4cf6-9e6d-5deb8c37d0b8,Smitham,Ashlienne,St Marks Hospital,Salt Lake City,UT,84124.0,76416,Radiation Therapy Clinic,Radiation Therapist PRN,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
26781,d94214f9-04d9-4fec-bb65-6bcca154ad48,Bergnaum,Njeriaun,Lakeview Hospital,Bountiful,UT,84010.0,71220,Pharmacy,Pharmacist,Dir Pharmacy,0e0f349a-e20b-41b2-a930-471681e7534a,,40.8775,-111.8727
26814,a76d4d75-3e23-4217-b5ed-bd4cee13286b,Bergstrom,Monecke,Lakeview Hospital,Bountiful,UT,84010.0,76020,Adult BH SW and Rec Therapy,Mental Health Prof III Lic,Mgr Behavioral Health Nursing,40d18930-579d-4601-802a-0762caa53c8d,,40.8775,-111.8727
26833,3f38b120-f67c-49fb-9702-8a4eee688d5c,Botsford,Isaias,St Marks Hospital,Salt Lake City,UT,84124.0,72116,Pain Clinic,Coord Intake,Dir Outpatient Clinics,84f0bbb0-491a-491f-b5ab-0ce83bd76b24,,40.6772,-111.8133
26872,3472908e-bd82-449b-b9a0-89a10f59fa5c,Blanda,Dillard,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacist PRN,Mgr Pharmacy Clinical,c23cb93a-37e8-4f5c-8b9c-ed77aba4f72e,,40.6772,-111.8133
26894,74197bc6-9833-4e30-81fa-30280b06c4dc,Quitzon,Teena,St Marks Hospital,Salt Lake City,UT,84124.0,76916,BHU Social Work,Mental Health Prof III Lic PRN,Mgr Behavioral Health,0107420f-b45c-4384-9bf2-446a9b1181d9,,40.6772,-111.8133
26906,c8acf46f-0397-4899-bb35-b5603487f7df,Schuppe,Trinia,Ogden Regional Medical Center,Ogden,UT,84405.0,73617,Laboratory,Med Lab Scientist ASCP Lead,Dir Laboratory,,,41.1739,-111.9809
26907,511fd4dc-f6ae-497f-81d4-6e2088963a7c,Hackett,Kaedra,Ogden Regional Medical Center,Ogden,UT,84405.0,91717,Case Management,Case Mgr,CFO,2f202b63-b147-4dba-91db-e0bc3ffed8a0,6/15/2012,41.1739,-111.9809
26928,956b98f5-876e-4f4b-82e7-8bf133cee945,Schuppe,Bg-jeniffer,Lone Peak Hospital,Draper,UT,84020.0,91714,Qual Man,Case Mgr PRN,CFO,983306e6-3977-4e29-b810-2090a273bbb5,,40.5046,-111.881
26989,41bd7271-5251-4258-8a13-13b556d3607f,Beatty,Monsurette,Timpanogos Regional Medical Ct,Orem,UT,84059.0,75418,Respiratory Therapy,Respiratory Care Provider PRN,Dir Respiratory Therapy,1aea2efd-3fe4-4a5e-b11b-8677f3fa17af,,40.177,-111.536
27017,b3d040d4-fa28-4cf5-ae27-2c09ddab7e39,Russel,Masood,St Marks Hospital,Salt Lake City,UT,84124.0,75416,Respiratory Therapy,Respiratory Therapist,Dir Respiratory Therapy,a1af9744-af4d-43b7-993d-eb541aa04b50,,40.6772,-111.8133
27032,aa1e0cf1-8fc8-4f59-86ce-4eabd4cfb09e,Bogan,Lajeana,St Marks Hospital,Salt Lake City,UT,84124.0,76216,Rehab Services,Physical Therapist PRN,Dir OT/PT/ST,37bc2a30-17f3-4465-8b44-9fd58748a62d,,40.6772,-111.8133
27138,23c4e14c-99a0-49a7-b37d-c625c4ce1981,Prosacco,Suelen,Ogden Regional Medical Center,Ogden,UT,84405.0,73617,Laboratory,Medical Lab Scientist ASCP PRN,Dir Laboratory,,,41.1739,-111.9809
